,tweet_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,jpg_url,breed,retweet_count,favorite_count,hour,time_of_day
897,719704490224398336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clyde. He's making sure you're having a good train ride. / great pupper ,nan,nan,,https://twitter.com/dog_rates/status/719704490224398336/photo/1,12,10,Clyde,2016-04-12 00:00:00,1900-01-01 01:51:36,pupper,https://pbs.twimg.com/media/CfznaXuUsAAH-py.jpg,home_theater,1645,4974,1,Night
912,717790033953034240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here's a badass mystery pupper. You weren't aware that you owe him money, but you do. / shades sick af ",nan,nan,,https://twitter.com/dog_rates/status/717790033953034240/photo/1,10,10,None,2016-04-06 00:00:00,1900-01-01 19:04:14,pupper,https://pbs.twimg.com/media/CfYaOeMWQAAGfyP.jpg,car_mirror,1272,3170,19,Evening
916,717009362452090881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Smokey. He's having some sort of existential crisis. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/717009362452090881/photo/1,10,10,Smokey,2016-04-04 00:00:00,1900-01-01 15:22:08,pupper,https://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg,Siberian_husky,1102,3583,15,Afternoon
920,716080869887381504,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a super majestic doggo and a sunset / ,nan,nan,,"https://twitter.com/dog_rates/status/716080869887381504/photo/1,https://twitter.com/dog_rates/status/716080869887381504/photo/1",11,10,None,2016-04-02 00:00:00,1900-01-01 01:52:38,doggo,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,golden_retriever,1935,5272,1,Night
933,714606013974974464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here are two lil cuddly puppers. Both / would snug like so much ,nan,nan,,https://twitter.com/dog_rates/status/714606013974974464/photo/1,12,10,None,2016-03-29 00:00:00,1900-01-01 00:12:05,pupper,https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg,Norfolk_terrier,1038,3938,0,Night
951,711968124745228288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Winston. He's trapped in a cup of coffee. Poor pupper. / someone free him ,nan,nan,,https://twitter.com/dog_rates/status/711968124745228288/photo/1,10,10,Winston,2016-03-21 00:00:00,1900-01-01 17:30:03,pupper,https://pbs.twimg.com/media/CeFrO3qXEAADRbd.jpg,espresso,2601,8776,17,Afternoon
958,711008018775851008,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/711008018775851008/photo/1,11,10,Chuckles,2016-03-19 00:00:00,1900-01-01 01:54:56,pupper,https://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg,French_bulldog,710,3275,1,Night
968,710117014656950272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. / very nifty ,nan,nan,,"https://twitter.com/dog_rates/status/710117014656950272/photo/1,https://twitter.com/dog_rates/status/710117014656950272/photo/1",11,10,None,2016-03-16 00:00:00,1900-01-01 14:54:24,pupper,https://pbs.twimg.com/media/CdrXp9dWoAAcRfn.jpg,toy_poodle,2233,5999,14,Afternoon
970,709901256215666688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeRateDogs stickers are here and they're /! Use code ""puppers"" at checkout 🐶🐾

Shop now:  ",nan,nan,,"http://goo.gl/ArWZfi,https://twitter.com/dog_rates/status/709901256215666688/photo/1,https://twitter.com/dog_rates/status/709901256215666688/photo/1,https://twitter.com/dog_rates/status/709901256215666688/photo/1,https://twitter.com/dog_rates/status/709901256215666688/photo/1",12,10,None,2016-03-16 00:00:00,1900-01-01 00:37:03,pupper,https://pbs.twimg.com/media/CdoTbL_XIAAitq2.jpg,bib,112,732,0,Night
981,708845821941387268,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. / ,nan,nan,,"https://twitter.com/dog_rates/status/708845821941387268/photo/1,https://twitter.com/dog_rates/status/708845821941387268/photo/1",9,10,None,2016-03-13 00:00:00,1900-01-01 02:43:08,pupper,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,schipperke,1015,3226,2,Night
1002,707411934438625280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius."" Both / ",nan,nan,,https://twitter.com/dog_rates/status/707411934438625280/photo/1,11,10,None,2016-03-09 00:00:00,1900-01-01 03:45:22,pupper,https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,Lakeland_terrier,673,2486,3,Night
1005,707315916783140866,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Finnegus. He's trapped in a snow globe. Poor pupper. / would make sure no one shook it ,nan,nan,,"https://twitter.com/dog_rates/status/707315916783140866/photo/1,https://twitter.com/dog_rates/status/707315916783140866/photo/1",10,10,Finnegus,2016-03-08 00:00:00,1900-01-01 21:23:50,pupper,https://pbs.twimg.com/media/CdDkEkHWwAAAeUJ.jpg,Bernese_mountain_dog,727,2698,21,Evening
1018,706310011488698368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very sleepy pupper. Thinks it's an airplane. / would snug for eternity ,nan,nan,,"https://twitter.com/dog_rates/status/706310011488698368/photo/1,https://twitter.com/dog_rates/status/706310011488698368/photo/1",12,10,None,2016-03-06 00:00:00,1900-01-01 02:46:44,pupper,https://pbs.twimg.com/media/Cc1RNHLW4AACG6H.jpg,Pembroke,9034,23443,2,Night
1022,705975130514706432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Adele. Her tongue flies out of her mouth at random. It's a debilitating illness. / stay strong pupper ,nan,nan,,"https://twitter.com/dog_rates/status/705975130514706432/photo/1,https://twitter.com/dog_rates/status/705975130514706432/photo/1",10,10,Adele,2016-03-05 00:00:00,1900-01-01 04:36:02,pupper,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,Staffordshire_bullterrier,842,3397,4,Morning
1025,705786532653883392,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seriously, add us 🐶 / for sad wet pupper ",nan,nan,,https://twitter.com/dog_rates/status/705786532653883392/photo/1,11,10,None,2016-03-04 00:00:00,1900-01-01 16:06:36,pupper,https://pbs.twimg.com/media/Cct1G6vVAAI9ZjF.jpg,web_site,596,2132,16,Afternoon
1029,705428427625635840,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ambrose. He's an Alfalfa Ballyhoo. Draws pistol fast af. Pretty much runs the frontier. / lethal pupper ,nan,nan,,https://twitter.com/dog_rates/status/705428427625635840/photo/1,11,10,Ambrose,2016-03-03 00:00:00,1900-01-01 16:23:38,pupper,https://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,Chihuahua,1931,4188,16,Afternoon
1035,704859558691414016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is a heartbreaking scene of an incredible pupper being laid to rest. / RIP pupper ,nan,nan,,https://twitter.com/dog_rates/status/704859558691414016/photo/1,10,10,,2016-03-02 00:00:00,1900-01-01 02:43:09,pupper,https://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,pug,612,2462,2,Night
1038,704761120771465216,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. / ,nan,nan,,"https://twitter.com/dog_rates/status/704761120771465216/photo/1,https://twitter.com/dog_rates/status/704761120771465216/photo/1",13,10,None,2016-03-01 00:00:00,1900-01-01 20:11:59,pupper,https://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,Siamese_cat,3257,7283,20,Evening
1042,704347321748819968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. / stay woke pupper ,nan,nan,,https://twitter.com/dog_rates/status/704347321748819968/photo/1,10,10,Ralphson,2016-02-29 00:00:00,1900-01-01 16:47:42,pupper,https://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,teddy,393,1729,16,Afternoon
1047,703611486317502464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet / put it in some rice pup ,nan,nan,,https://twitter.com/dog_rates/status/703611486317502464/photo/1,10,10,Scooter,2016-02-27 00:00:00,1900-01-01 16:03:45,pupper,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,Pembroke,1709,4229,16,Afternoon
1049,703407252292673536,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper doesn't understand gates. / so close ,nan,nan,,https://twitter.com/dog_rates/status/703407252292673536/photo/1,10,10,None,2016-02-27 00:00:00,1900-01-01 02:32:12,pupper,https://pbs.twimg.com/media/CcMBJODUsAI5-A9.jpg,doormat,786,2685,2,Night
1052,703268521220972544,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy Friday here's a sleepy pupper / ,nan,nan,,https://twitter.com/dog_rates/status/703268521220972544/photo/1,12,10,None,2016-02-26 00:00:00,1900-01-01 17:20:56,pupper,https://pbs.twimg.com/media/CcKC-5LW4AAK-nb.jpg,wool,618,2152,17,Afternoon
1058,702598099714314240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Sansa. She's gotten too big for her chair. Not so smol anymore. / once a pupper, always a pupper ",nan,nan,,https://twitter.com/dog_rates/status/702598099714314240/photo/1,11,10,Sansa,2016-02-24 00:00:00,1900-01-01 20:56:55,pupper,https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,kelpie,3712,11332,20,Evening
1068,701545186879471618,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. / go for gold pupper ,nan,nan,,https://twitter.com/dog_rates/status/701545186879471618/photo/1,10,10,Millie,2016-02-21 00:00:00,1900-01-01 23:13:01,pupper,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,Border_collie,680,2902,23,Night
1071,700864154249383937,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Pupper is a present to world. Here is a bow for pupper."" / precious as hell ",nan,nan,,https://twitter.com/dog_rates/status/700864154249383937/photo/1,12,10,,2016-02-20 00:00:00,1900-01-01 02:06:50,pupper,https://pbs.twimg.com/media/Cbn4OqKWwAADGWt.jpg,kuvasz,685,2828,2,Night
1079,700151421916807169,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If a pupper gave that to me I'd probably start shaking and faint from all the joy. / ,nan,nan,,https://twitter.com/dog_rates/status/700151421916807169/photo/1,11,10,None,2016-02-18 00:00:00,1900-01-01 02:54:41,pupper,https://pbs.twimg.com/media/CbdwATgWwAABGID.jpg,tennis_ball,754,2450,2,Night
1080,700143752053182464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/700143752053182464/photo/1,10,10,None,2016-02-18 00:00:00,1900-01-01 02:24:13,pupper,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,golden_retriever,3129,8282,2,Night
1084,699801817392291840,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. He began to tear up when his bone was taken from him. / stay strong pupper ,nan,nan,,"https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1",11,10,Cooper,2016-02-17 00:00:00,1900-01-01 03:45:29,pupper,https://pbs.twimg.com/media/CbYyCMcWIAAHHjF.jpg,golden_retriever,1088,3345,3,Night
1090,699434518667751424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I know this is a tad late but here's a wonderful Valentine's Day pupper / ,nan,nan,,https://twitter.com/dog_rates/status/699434518667751424/photo/1,12,10,None,2016-02-16 00:00:00,1900-01-01 03:25:58,pupper,https://pbs.twimg.com/media/CbTj--1XEAIZjc_.jpg,golden_retriever,577,2384,3,Night
1115,697616773278015490,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper doubles as a hallway rug. Very rare. Versatile af. / ,nan,nan,,"https://twitter.com/dog_rates/status/697616773278015490/photo/1,https://twitter.com/dog_rates/status/697616773278015490/photo/1",11,10,None,2016-02-11 00:00:00,1900-01-01 03:02:54,pupper,https://pbs.twimg.com/media/Ca5uv7RVAAA_QEg.jpg,Lhasa,1144,3467,3,Night
1116,697596423848730625,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. / ,nan,nan,,https://twitter.com/dog_rates/status/697596423848730625/photo/1,11,10,None,2016-02-11 00:00:00,1900-01-01 01:42:02,pupper,https://pbs.twimg.com/media/Ca5cPrJXIAImHtD.jpg,Shetland_sheepdog,1425,3306,1,Night
1126,696877980375769088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Misty. She's in a predicament. Not sure what next move should be. / stay calm pupper I'm comin ,nan,nan,,https://twitter.com/dog_rates/status/696877980375769088/photo/1,9,10,Misty,2016-02-09 00:00:00,1900-01-01 02:07:12,pupper,https://pbs.twimg.com/media/CavO0uuWEAE96Ed.jpg,space_heater,802,2689,2,Night
1128,696713835009417216,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. / stay strong pupper ,nan,nan,,https://twitter.com/dog_rates/status/696713835009417216/photo/1,9,10,Trevith,2016-02-08 00:00:00,1900-01-01 15:14:57,pupper,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,car_mirror,757,2613,15,Afternoon
1138,695095422348574720,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is just a beautiful pupper good shit evolution. / ,nan,nan,,https://twitter.com/dog_rates/status/695095422348574720/photo/1,12,10,,2016-02-04 00:00:00,1900-01-01 04:03:57,pupper,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,papillon,684,2888,4,Morning
1139,695074328191332352,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lorenzo. He's educated af. Just graduated college. / poor pupper can't even comprehend his debt ,nan,nan,,https://twitter.com/dog_rates/status/695074328191332352/photo/1,11,10,Lorenzo,2016-02-04 00:00:00,1900-01-01 02:40:08,pupper,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,Shih-Tzu,1239,3116,2,Night
1144,694356675654983680,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. / ",nan,nan,,https://twitter.com/dog_rates/status/694356675654983680/photo/1,10,10,None,2016-02-02 00:00:00,1900-01-01 03:08:26,pupper,https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,hamster,328,1653,3,Night
1146,694329668942569472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grady. He's very hungry. Too bad no one can find his food bowl. / poor pupper ,nan,nan,,https://twitter.com/dog_rates/status/694329668942569472/photo/1,9,10,Grady,2016-02-02 00:00:00,1900-01-01 01:21:07,pupper,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,boxer,569,2203,1,Night
1153,693629975228977152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is afraid of its own feet. / would comfort ,nan,nan,,"https://twitter.com/dog_rates/status/693629975228977152/photo/1,https://twitter.com/dog_rates/status/693629975228977152/photo/1",12,10,None,2016-01-31 00:00:00,1900-01-01 03:00:47,pupper,https://pbs.twimg.com/media/CaBEx3SWEAILZpi.jpg,pug,894,2685,3,Night
1155,693590843962331137,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Phil. He's big af. Currently destroying this nice family home. Completely uncalled for. / not a good pupper ,nan,nan,,https://twitter.com/dog_rates/status/693590843962331137/photo/1,3,10,Phil,2016-01-31 00:00:00,1900-01-01 00:25:18,pupper,https://pbs.twimg.com/media/CaAhMb1XEAAB6Bz.jpg,dining_table,2233,5565,0,Night
1158,693262851218264065,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I hope you guys enjoy this beautiful snowy pupper as much as I did. / ,nan,nan,,https://twitter.com/dog_rates/status/693262851218264065/photo/1,11,10,None,2016-01-30 00:00:00,1900-01-01 02:41:58,pupper,https://pbs.twimg.com/media/CZ724fDUYAAytS-.jpg,golden_retriever,568,2459,2,Night
1162,693095443459342336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Milo. He doesn't understand your fancy human gestures. Will lick instead. / can't faze this pupper ,nan,nan,,https://twitter.com/dog_rates/status/693095443459342336/photo/1,10,10,Milo,2016-01-29 00:00:00,1900-01-01 15:36:45,pupper,https://pbs.twimg.com/media/CZ5entwWYAAocEg.jpg,ice_lolly,523,2056,15,Afternoon
1164,692905862751522816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wally. He's being abducted by aliens. / poor pupper ,nan,nan,,https://twitter.com/dog_rates/status/692905862751522816/photo/1,10,10,Wally,2016-01-29 00:00:00,1900-01-01 03:03:25,pupper,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,Mexican_hairless,998,2683,3,Night
1167,692828166163931137,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper just descended from heaven. / can probably fly ,nan,nan,,https://twitter.com/dog_rates/status/692828166163931137/photo/1,12,10,None,2016-01-28 00:00:00,1900-01-01 21:54:41,pupper,https://pbs.twimg.com/media/CZ1riVOWwAATfGf.jpg,Samoyed,998,3148,21,Evening
1168,692752401762250755,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Hello yes could I get one pupper to go please thank you""
Both / ",nan,nan,,https://twitter.com/dog_rates/status/692752401762250755/photo/1,13,10,None,2016-01-28 00:00:00,1900-01-01 16:53:37,pupper,https://pbs.twimg.com/tweet_video_thumb/CZ0mhduWkAICSGe.png,Samoyed,4124,7496,16,Afternoon
1172,692417313023332352,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride / would totally pet ,nan,nan,,https://twitter.com/dog_rates/status/692417313023332352/photo/1,7,10,Herschel,2016-01-27 00:00:00,1900-01-01 18:42:06,pupper,https://pbs.twimg.com/media/CZv13u5WYAA6wQe.jpg,bison,3917,10275,18,Evening
1187,690959652130045952,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This golden is happy to refute the soft mouth egg test. Not a fan of sweeping generalizations. / #notallpuppers ,nan,nan,,"https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1",11,10,None,2016-01-23 00:00:00,1900-01-01 18:09:53,pupper,https://pbs.twimg.com/media/CZbIIM-WkAIPClg.jpg,golden_retriever,1421,3902,18,Evening
1200,690015576308211712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. / I'd totally pet tho ,nan,nan,,"https://twitter.com/dog_rates/status/690015576308211712/photo/1,https://twitter.com/dog_rates/status/690015576308211712/photo/1",12,10,None,2016-01-21 00:00:00,1900-01-01 03:38:27,pupper,https://pbs.twimg.com/media/CZNtgWhWkAAbq3W.jpg,malamute,836,2740,3,Night
1204,689905486972461056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. / so quick ",nan,nan,,"https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1",11,10,Gizmo,2016-01-20 00:00:00,1900-01-01 20:21:00,pupper,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,Pomeranian,787,2651,20,Evening
1209,689623661272240129,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lucy. She's terrified of the stuffed billed dog. / stay strong pupper ,nan,nan,,"https://twitter.com/dog_rates/status/689623661272240129/photo/1,https://twitter.com/dog_rates/status/689623661272240129/photo/1",10,10,Lucy,2016-01-20 00:00:00,1900-01-01 01:41:08,pupper,https://pbs.twimg.com/media/CZIJD2SWIAMJgNI.jpg,toy_poodle,748,2467,1,Night
1218,689143371370250240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people / tricky pupper ,nan,nan,,https://twitter.com/dog_rates/status/689143371370250240/photo/1,10,10,Trip,2016-01-18 00:00:00,1900-01-01 17:52:38,pupper,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,English_springer,579,2232,17,Afternoon
1219,688916208532455424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper just wants to say hello. / would knock down fence for ,nan,nan,,"https://twitter.com/dog_rates/status/688916208532455424/photo/1,https://twitter.com/dog_rates/status/688916208532455424/photo/1",11,10,None,2016-01-18 00:00:00,1900-01-01 02:49:58,pupper,https://pbs.twimg.com/media/CY-Fn1FWEAQhzhs.jpg,Pembroke,983,3003,2,Night
1222,688894073864884227,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. / considerably petable ,nan,nan,,https://twitter.com/dog_rates/status/688894073864884227/photo/1,7,10,Hamrick,2016-01-18 00:00:00,1900-01-01 01:22:00,pupper,https://pbs.twimg.com/media/CY9xf1dUAAE4XLc.jpg,hog,792,2462,1,Night
1227,688519176466644993,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is sprouting a flower out of her head. / revolutionary af ,nan,nan,,https://twitter.com/dog_rates/status/688519176466644993/photo/1,12,10,None,2016-01-17 00:00:00,1900-01-01 00:32:18,pupper,https://pbs.twimg.com/media/CY4ciRFUMAAovos.jpg,Pembroke,825,2520,0,Night
1230,688179443353796608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. / for both dogs ,nan,nan,,https://twitter.com/dog_rates/status/688179443353796608/photo/1,10,10,Lizzie,2016-01-16 00:00:00,1900-01-01 02:02:19,pupper,https://pbs.twimg.com/media/CYznjAcUEAQ5Zq7.jpg,sorrel,669,2328,2,Night
1234,687818504314159109,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",With great pupper comes great responsibility. / ,nan,nan,,https://twitter.com/dog_rates/status/687818504314159109/photo/1,12,10,None,2016-01-15 00:00:00,1900-01-01 02:08:05,pupper,https://pbs.twimg.com/media/CYufR8_WQAAWCqo.jpg,Lakeland_terrier,1080,2758,2,Night
1236,687704180304273409,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. / ,nan,nan,,https://twitter.com/dog_rates/status/687704180304273409/photo/1,9,10,Blakely,2016-01-14 00:00:00,1900-01-01 18:33:48,pupper,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,miniature_pinscher,950,2660,18,Evening
1240,687476254459715584,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Curtis. He's a fluffball. / would snug this pupper ,nan,nan,,https://twitter.com/dog_rates/status/687476254459715584/photo/1,11,10,Curtis,2016-01-14 00:00:00,1900-01-01 03:28:06,pupper,https://pbs.twimg.com/media/CYpoAZTWEAA6vDs.jpg,wood_rabbit,619,2187,3,Night
1243,687312378585812992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""You got any games on your phone"" / for invasive brown Dalmatian pupper ",nan,nan,,https://twitter.com/dog_rates/status/687312378585812992/photo/1,7,10,None,2016-01-13 00:00:00,1900-01-01 16:36:55,pupper,https://pbs.twimg.com/media/CYnS9VWW8AAeR8m.jpg,seat_belt,2146,4777,16,Afternoon
1248,687096057537363968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper's New Year's resolution was to become a Hershey's kiss. / she's super pumped about it ,nan,nan,,https://twitter.com/dog_rates/status/687096057537363968/photo/1,11,10,None,2016-01-13 00:00:00,1900-01-01 02:17:20,pupper,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,Labrador_retriever,695,2449,2,Night
1252,686683045143953408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. / revolutionary pupper ,nan,nan,,https://twitter.com/dog_rates/status/686683045143953408/photo/1,11,10,Mona,2016-01-11 00:00:00,1900-01-01 22:56:10,pupper,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,Norwich_terrier,912,3072,22,Night
1253,686618349602762752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Olivia. She just saw an adult wearing crocs. / poor pupper. No one should witness such a thing ,nan,nan,,https://twitter.com/dog_rates/status/686618349602762752/photo/1,11,10,Olivia,2016-01-11 00:00:00,1900-01-01 18:39:05,pupper,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,Rottweiler,1544,4042,18,Evening
1256,686377065986265092,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Birf. He thinks he's gone blind. / very frightened pupper ,nan,nan,,https://twitter.com/dog_rates/status/686377065986265092/photo/1,10,10,Birf,2016-01-11 00:00:00,1900-01-01 02:40:19,pupper,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,German_shepherd,637,2433,2,Night
